,url,Cost,Rooms,Square,Cost_per_m2,Floor,Floors_in_house,Address,Metro,Metro_distance,Date,Date_note
0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_591m_88et._2810661037,9800000,2,59.1,165820,8,8,"Народная ул., 42к2",Ломоносовская,21–30 мин.,13.04.2023,27 минут назад
1,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_506m_89et._2884490866,7279000,2,50.6,143853,8,9,"ул. Дыбенко, 12к3",Улица Дыбенко,16–20 мин.,13.04.2023,39 минут назад
2,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_542m_817et._2538972710,9500000,2,54.2,175276,8,17,"ул. Коллонтай, 6к2",Проспект Большевиков,16–20 мин.,13.04.2023,36 минут назад
3,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_25et._2986032810,6490000,2,45.7,142013,2,5,"ул. Кибальчича, 16к1",Пролетарская,21–30 мин.,13.04.2023,20 часов назад
4,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_1415et._2868966708,13950000,2,53.0,263207,14,15,"Октябрьская наб., 34к2",Елизаровская,от 31 мин.,11.04.2023,2 дня назад
5,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455m_25et._2944862038,5800000,2,45.5,127472,2,5,"пр-т Александровской Фермы, 7",Пролетарская,16–20 мин.,11.04.2023,2 дня назад
6,https://www.avito.ru/sankt-peterburg/kvartiry/auktsion_2-k._kvartira_502m_69et._2944475857,4562790,2,50.2,90892,6,9,"Товарищеский пр-т, 2к2",Проспект Большевиков,11–15 мин.,13.04.2023,35 минут назад
7,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526m_45et._2823090572,7770000,2,52.6,147718,4,5,"Ивановская ул., 36",Ломоносовская,11–15 мин.,13.04.2023,2 часа назад
8,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_70m_1023et._2982446038,25000000,2,70.0,357142,10,23,"ул. Дыбенко, 2",Улица Дыбенко,21–30 мин.,13.04.2023,14 часов назад
9,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_509m_59et._2714306998,6800000,2,50.9,133595,5,9,"ул. Дыбенко, 12к1",Улица Дыбенко,11–15 мин.,13.04.2023,12 часов назад
10,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_602m_1416et._2445971133,9500000,2,60.2,157807,14,16,"ул. Еремеева, 5к2",Ладожская,21–30 мин.,13.04.2023,17 часов назад
11,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_2122et._2878621010,9000000,2,57.0,157894,21,22,"территория Усть-Славянка, Советский пр-т, 43к1",Рыбацкое,21–30 мин.,13.04.2023,19 часов назад
12,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_389m_415et._2916790227,5000000,2,38.9,128534,4,15,"Запорожская ул., 23к2",Обухово,6–10 мин.,06.04.2023,1 неделю назад
13,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_65m_2022et._2755750144,13480000,2,65.0,207384,20,22,"ул. Ворошилова, 27к1",Ладожская,16–20 мин.,11.04.2023,2 дня назад
14,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_212et._2764167511,7700000,2,53.0,145283,2,12,"пр-т Солидарности, 1к3",Проспект Большевиков,16–20 мин.,13.04.2023,37 минут назад
15,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_502m_59et._2508805663,8000000,2,50.2,159362,5,9,"Санкт-Петербург, Товарищеский проспект, 2к2",Проспект Большевиков,11–15 мин.,12.04.2023,1 день назад
16,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_633m_1523et._2499187727,9700000,2,63.3,153238,15,23,"Русановская ул., 15к1",Обухово,от 31 мин.,13.04.2023,22 часа назад
17,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_1218et._2670718775,7400000,2,50.0,148000,12,18,"Товарищеский пр-т, 19",Улица Дыбенко,11–15 мин.,12.04.2023,1 день назад
18,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_25et._3050507946,6090000,2,44.0,138409,2,5,"пр-т Большевиков, 63к3",Ломоносовская,от 31 мин.,13.04.2023,1 час назад
19,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_465m_1835et._2869996920,9990000,2,46.5,214838,18,35,"пр-т Обуховской Обороны, 138к2",Обухово,21–30 мин.,12.04.2023,1 день назад
20,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_1619et._2190278483,12200000,2,57.0,214035,16,19,"Санкт-Петербург, улица Бабушкина, 53",Ломоносовская,11–15 мин.,30.03.2023,2 недели назад
21,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_575m_625et._2751519893,7700000,2,57.5,133913,6,25,"ул. Крыленко, 1к1с3",Елизаровская,от 31 мин.,10.04.2023,3 дня назад
22,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_452m_35et._2833727816,5899999,2,45.2,130530,3,5,"пр-т Большевиков, 75к1",Ломоносовская,от 31 мин.,13.04.2023,16 часов назад
23,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_15et._2777453627,5600000,2,45.0,124444,1,5,"Народная ул., 71",Ломоносовская,от 31 мин.,13.04.2023,17 часов назад
24,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446m_15et._2598543587,5490000,2,44.6,123094,1,5,"ул. Тельмана, 50к2",Улица Дыбенко,21–30 мин.,11.04.2023,2 дня назад
25,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_627m_115et._2758556626,9700000,2,62.7,154704,1,15,"Союзный пр-т, 6к1",Проспект Большевиков,21–30 мин.,07.04.2023,6 дней назад
26,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_541m_34et._2627879149,7650000,2,54.1,141404,3,4,"ул. Крупской, 24к2",Елизаровская,16–20 мин.,13.04.2023,57 минут назад
27,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_581m_910et._2708677486,8200000,2,58.1,141135,9,10,"ул. Чудновского, 2",Проспект Большевиков,16–20 мин.,30.03.2023,2 недели назад
28,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_551m_227et._2779617451,7500000,2,55.1,136116,2,27,"территория Усть-Славянка, Советский пр-т, 34к2",Рыбацкое,от 31 мин.,08.04.2023,5 дней назад
29,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_551m_216et._2958576893,8100000,2,55.1,147005,2,16,"Рыбацкий пр-т, 43к1",Рыбацкое,11–15 мин.,13.04.2023,10 часов назад
30,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_548m_112et._2706616435,8340000,2,54.8,152189,1,12,"Шлиссельбургский пр-т, 23",Рыбацкое,11–15 мин.,13.04.2023,11 часов назад
31,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_39et._2834074634,7350000,2,51.0,144117,3,9,"ул. Подвойского, 17к2",Улица Дыбенко,11–15 мин.,07.04.2023,6 дней назад
32,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_13et._2672495535,5900000,2,42.0,140476,1,3,"Санкт-Петербург, улица Дудко, 31",Елизаровская,16–20 мин.,13.04.2023,19 часов назад
33,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_516m_2335et._2876021737,12950000,2,51.6,250968,23,35,"пр-т Обуховской Обороны, 138к2",Обухово,21–30 мин.,06.04.2023,1 неделю назад
34,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_79et._2563074851,7100000,2,46.0,154347,7,9,"Санкт-Петербург, проспект Большевиков, 17",Улица Дыбенко,до 5 мин.,13.04.2023,14 часов назад
35,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_448m_45et._2493105230,6700000,2,44.8,149553,4,5,"пр-т Большевиков, 33к3",Улица Дыбенко,16–20 мин.,06.04.2023,1 неделю назад
36,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_523m_57et._2928384250,13700000,2,52.3,261950,5,7,"ул. Бабушкина, 81к1",Ломоносовская,6–10 мин.,13.04.2023,15 часов назад
37,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_29et._2641409561,7800000,2,51.0,152941,2,9,"Санкт-Петербург, улица Подвойского, 20к1",Улица Дыбенко,11–15 мин.,06.04.2023,1 неделю назад
38,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_423m_25et._3106449287,6500000,2,42.3,153664,2,5,"ул. Подвойского, 31к2",Улица Дыбенко,11–15 мин.,08.04.2023,5 дней назад
39,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2321828755,6300000,2,44.0,143181,4,5,"ул. Крыленко, 25к2",Улица Дыбенко,16–20 мин.,13.04.2023,18 часов назад
40,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_532m_324et._2394620824,8300000,2,53.2,156015,3,24,"Русановская ул., 17к4",Обухово,от 31 мин.,12.04.2023,1 день назад
41,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444m_79et._2919019890,7000000,2,44.4,157657,7,9,"Народная ул., 2",Ломоносовская,11–15 мин.,13.04.2023,21 час назад
42,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_503m_1015et._2455807461,7999000,2,50.3,159025,10,15,"ул. Крыленко, 14с2",Улица Дыбенко,21–30 мин.,07.04.2023,6 дней назад
43,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2333233670,6550000,2,45.0,145555,2,5,"пр-т Обуховской Обороны, 245к1",Пролетарская,6–10 мин.,12.04.2023,1 день назад
44,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_452m_15et._2380401701,5650000,2,45.2,124999,1,5,"ул. Цимбалина, 52",Елизаровская,21–30 мин.,12.04.2023,1 день назад
45,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_63m_1024et._2927753142,7797000,2,63.0,123761,10,24,"Русановская ул., 17к2",Обухово,от 31 мин.,12.04.2023,1 день назад
46,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_38m_29et._2889965056,6690000,2,38.0,176052,2,9,"Народная ул., 16",Ломоносовская,16–20 мин.,12.04.2023,1 день назад
47,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_427m_25et._2421165586,6999000,2,42.7,163911,2,5,"Санкт-Петербург, улица Невзоровой, 3",Елизаровская,11–15 мин.,12.04.2023,1 день назад
48,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459m_35et._2589773813,7900000,2,45.9,172113,3,5,"ул. Седова, 164",Пролетарская,16–20 мин.,12.04.2023,1 день назад
49,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455m_614et._2857525776,10000000,2,45.5,219780,6,14,"Октябрьская наб., 34к2",Елизаровская,от 31 мин.,06.04.2023,1 неделю назад
50,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_89et._2583370936,7800000,2,47.0,165957,8,9,"Товарищеский пр-т, 16к1",Проспект Большевиков,16–20 мин.,11.04.2023,2 дня назад
51,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_43m_24et._2871022634,6300000,2,43.0,146511,2,4,"Караваевская ул., 27к1Б",Рыбацкое,6–10 мин.,06.04.2023,1 неделю назад
52,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_505m_69et._2943995936,7700000,2,50.5,152475,6,9,"пр-т Большевиков, 5",Проспект Большевиков,6–10 мин.,12.04.2023,1 день назад
53,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_627m_1216et._2824026177,13000000,2,62.7,207336,12,16,"Народная ул., 11к2",Ломоносовская,16–20 мин.,12.04.2023,1 день назад
54,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_49et._2969932019,6800000,2,44.0,154545,4,9,"пр-т Солидарности, 7к1Б",Проспект Большевиков,16–20 мин.,06.04.2023,1 неделю назад
55,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_69m_810et._2934609217,9500000,2,69.0,137681,8,10,"Глазурная ул., 2",Площадь А. Невского II,16–20 мин.,13.04.2023,18 часов назад
56,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2925119191,6450000,2,44.0,146590,4,5,"Искровский пр-т, 27",Улица Дыбенко,16–20 мин.,06.04.2023,1 неделю назад
57,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_425et._2958337691,9890000,2,57.0,173508,4,25,"территория Усть-Славянка, Заводская ул., 15",Рыбацкое,от 31 мин.,13.04.2023,18 часов назад
58,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_542m_1214et._2745083730,8900000,2,54.2,164206,12,14,"ул. Дыбенко, 25к4",Улица Дыбенко,6–10 мин.,12.04.2023,1 день назад
59,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_79et._2784211570,7350000,2,50.0,147000,7,9,"ул. Белышева, 8к1Р",Проспект Большевиков,16–20 мин.,06.04.2023,1 неделю назад
60,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_45et._2534534184,7800000,2,44.0,177272,4,5,"ул. Бабушкина, 7",Елизаровская,до 5 мин.,13.04.2023,10 часов назад
61,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_459m_15et._2864996062,5800000,2,45.9,126361,1,5,"Народная ул., 78",Ломоносовская,от 31 мин.,06.04.2023,1 неделю назад
62,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_668m_923et._2995685069,8500000,2,66.8,127245,9,23,"Русановская ул., 19к2",Обухово,от 31 мин.,13.04.2023,21 час назад
63,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_672m_816et._2949567004,12500000,2,67.2,186011,8,16,"Складская ул., 5",Ладожская,21–30 мин.,12.04.2023,1 день назад
64,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_55et._2860760457,5550000,2,46.0,120652,5,5,"пр-т Большевиков, 73к2",Ломоносовская,21–30 мин.,12.04.2023,1 день назад
65,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_426m_45et._2800418727,6800000,2,42.6,159624,4,5,"1-й Рабфаковский пер., 4",Пролетарская,11–15 мин.,30.03.2023,2 недели назад
66,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_79et._2588529882,6950000,2,50.0,139000,7,9,"Искровский пр-т, 9",Проспект Большевиков,16–20 мин.,12.04.2023,1 день назад
67,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_514m_610et._2709543675,7799000,2,51.4,151731,6,10,"Шлиссельбургский пр-т, 36к1",Рыбацкое,11–15 мин.,08.04.2023,5 дней назад
68,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_25et._3073818604,5300000,2,46.0,115217,2,5,"Санкт-Петербург, 2-й Рабфаковский переулок, 5к3",Обухово,11–15 мин.,06.04.2023,1 неделю назад
69,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_59et._2359950677,6800000,2,50.0,136000,5,9,"Искровский пр-т, 28Д",Улица Дыбенко,11–15 мин.,11.04.2023,2 дня назад
70,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_71m_1634et._2302104811,14500000,2,71.0,204225,16,34,"пр-т Обуховской Обороны, 138к2",Обухово,21–30 мин.,13.04.2023,18 минут назад
71,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_458m_25et._2636806385,6790000,2,45.8,148253,2,5,"Народная ул., 47",Ломоносовская,21–30 мин.,11.04.2023,2 дня назад
72,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_63m_413et._2622154073,7900000,2,63.0,125396,4,13,"Октябрьская наб., 122к1",Обухово,от 31 мин.,11.04.2023,2 дня назад
73,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_43m_49et._266382219,6700000,2,43.0,155813,4,9,"ул. Шотмана, 4",Улица Дыбенко,11–15 мин.,12.04.2023,1 день назад
74,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_441m_99et._2497463355,7499000,2,44.1,170045,9,9,"Октябрьская наб., 64к1",Ломоносовская,16–20 мин.,11.04.2023,2 дня назад
75,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_62m_323et._2773747147,17000000,2,62.0,274193,3,23,"Октябрьская наб., 44",Елизаровская,от 31 мин.,12.04.2023,1 день назад
76,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_441m_45et._2170331285,6600000,2,44.1,149659,4,5,"ул. Цимбалина, 34",Ломоносовская,11–15 мин.,12.04.2023,1 день назад
77,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_35et._2880055208,8350000,2,49.0,170408,3,5,"ул. Ольминского, 12",Елизаровская,до 5 мин.,30.03.2023,2 недели назад
78,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_79et._3005041612,7600000,2,49.0,155102,7,9,"Товарищеский пр-т, 16к1",Проспект Большевиков,16–20 мин.,11.04.2023,2 дня назад
79,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2963025389,5400000,2,45.0,120000,2,5,"пр-т Большевиков, 67к2",Ломоносовская,от 31 мин.,10.04.2023,3 дня назад
80,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_1717et._2882048311,13500000,2,60.0,225000,17,17,"ул. Бадаева, 14к1",Проспект Большевиков,16–20 мин.,13.04.2023,33 минуты назад
81,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_458m_37et._2403287479,5950000,2,45.8,129912,3,7,"Санкт-Петербург, улица Бабушкина, 95к1",Ломоносовская,11–15 мин.,10.04.2023,3 дня назад
82,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_413m_1013et._2770795185,6699000,2,41.3,162203,10,13,"Варфоломеевская ул., 6",Ломоносовская,16–20 мин.,12.04.2023,1 день назад
83,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_513m_1112et._2623575664,8500000,2,51.3,165692,11,12,"ул. Дмитрия Устинова, 8",Рыбацкое,6–10 мин.,12.04.2023,1 день назад
84,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_35et._2995544359,6500000,2,42.0,154761,3,5,"ул. Крупской, 49",Елизаровская,16–20 мин.,12.04.2023,1 день назад
85,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_422m_35et._2801180406,6490000,2,42.2,153791,3,5,"ул. Шелгунова, 29",Пролетарская,16–20 мин.,09.04.2023,4 дня назад
86,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_492m_721et._2883666726,10930000,2,49.2,222154,7,21,"Дальневосточный пр-т, 33к1",Улица Дыбенко,21–30 мин.,11.04.2023,2 дня назад
87,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_35m_713et._2970441435,5599999,2,35.0,159999,7,13,"Запорожская ул., 23к2",Обухово,6–10 мин.,12.04.2023,1 день назад
88,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_527m_210et._2896494009,9000000,2,52.7,170777,2,10,"Санкт-Петербург, улица Дудко, 18, подъезд 5",Елизаровская,16–20 мин.,11.04.2023,2 дня назад
89,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_535m_225et._2405226842,10500000,2,53.5,196261,2,25,"ул. Белышева, 5/6",Проспект Большевиков,21–30 мин.,11.04.2023,2 дня назад
90,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49m_925et._2896703668,10800000,2,49.0,220408,9,25,"Дальневосточный пр-т, 33к1",Улица Дыбенко,21–30 мин.,11.04.2023,2 дня назад
91,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_458m_55et._2682877030,5800000,2,45.8,126637,5,5,"ул. Бабушкина, 101к2",Ломоносовская,11–15 мин.,11.04.2023,2 дня назад
92,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_58m_1024et._2918964456,8103500,2,58.0,139715,10,24,"Русановская ул., 18к8",Обухово,от 31 мин.,13.04.2023,22 часа назад
93,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55m_614et._2679863923,11000000,2,55.0,200000,6,14,"Санкт-Петербург, улица Шотмана, 16к2",Улица Дыбенко,6–10 мин.,12.04.2023,1 день назад
94,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_612m_814et._2849594535,10400000,2,61.2,169934,8,14,"ул. Еремеева, 1",Новочеркасская,21–30 мин.,10.04.2023,3 дня назад
95,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_511m_1634et._2745984591,10969000,2,51.1,214657,16,34,"пр-т Обуховской Обороны, 138к2",Обухово,21–30 мин.,13.04.2023,2 часа назад
96,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_56m_1026et._2944707130,13200000,2,56.0,235714,10,26,"Антокольский пер., 4к1",Пролетарская,16–20 мин.,13.04.2023,23 часа назад
97,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455m_35et._2595867219,7900000,2,45.5,173626,3,5,"ул. Новосёлов, 19",Ломоносовская,16–20 мин.,13.04.2023,57 минут назад
98,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_583m_623et._2392793016,9000000,2,58.3,154373,6,23,"Русановская ул., 11",Обухово,от 31 мин.,12.04.2023,1 день назад
99,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_469m_116et._2681856935,9450000,2,46.9,201492,1,16,"Союзный пр-т, 10",Проспект Большевиков,21–30 мин.,11.04.2023,2 дня назад
100,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_755m_612et._2430844645,18999000,2,75.5,251642,6,12,"Санкт-Петербург, улица Дыбенко, 8к3",Улица Дыбенко,21–30 мин.,11.04.2023,2 дня назад
101,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_217et._2764626325,10000000,2,60.0,166666,2,17,"ул. Крыленко, 1к1с7",Елизаровская,от 31 мин.,12.04.2023,1 день назад
102,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_541m_1424et._2949370401,13000000,2,54.1,240295,14,24,"пр-т Обуховской Обороны, 195",Пролетарская,11–15 мин.,11.04.2023,2 дня назад
103,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54m_25et._2709254287,9000000,2,54.0,166666,2,5,"Санкт-Петербург, проспект Обуховской Обороны, 73",Елизаровская,6–10 мин.,13.04.2023,3 часа назад
104,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_816et._2253645923,9500000,2,50.0,190000,8,16,"Рыбацкий пр-т, 31к1",Рыбацкое,11–15 мин.,11.04.2023,2 дня назад
105,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444m_15et._2927597319,5700000,2,44.4,128378,1,5,"ул. Тельмана, 36к3",Улица Дыбенко,21–30 мин.,12.04.2023,1 день назад
106,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_441m_25et._2924133889,7200000,2,44.1,163265,2,5,"ул. Крыленко, 29к1",Улица Дыбенко,16–20 мин.,10.04.2023,3 дня назад
107,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_552m_812et._2589407143,8950000,2,55.2,162137,8,12,"Шлиссельбургский пр-т, 8к1",Рыбацкое,16–20 мин.,12.04.2023,1 день назад
108,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_566m_1725et._2819110901,13800000,2,56.6,243816,17,25,"Дальневосточный пр-т, 33к1",Улица Дыбенко,21–30 мин.,13.04.2023,10 часов назад
109,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_471m_1417et._2944615548,13450000,2,47.1,285562,14,17,"Железнодорожный пр-т, 14к1",Ломоносовская,11–15 мин.,11.04.2023,2 дня назад
110,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_78et._2554457591,6299999,2,42.0,149999,7,8,"ул. Седова, 150",Пролетарская,16–20 мин.,11.04.2023,2 дня назад
111,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_504m_59et._2362047162,7500000,2,50.4,148809,5,9,"Санкт-Петербург, проспект Солидарности, 5",Проспект Большевиков,16–20 мин.,12.04.2023,1 день назад
112,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_477m_1015et._2580160953,8500000,2,47.7,178197,10,15,"Санкт-Петербург, улица Крыленко, 14с2",Улица Дыбенко,21–30 мин.,30.03.2023,2 недели назад
113,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_67m_1824et._2430658962,9500000,2,67.0,141791,18,24,"Русановская ул., 18к1",Обухово,от 31 мин.,12.04.2023,1 день назад
114,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_25et._2897653946,6180000,2,46.0,134347,2,5,"3-й Рабфаковский пер., 6",Обухово,6–10 мин.,09.04.2023,4 дня назад
115,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_2135et._2639283465,12800000,2,60.0,213333,21,35,"пр-т Обуховской Обороны, 138к2",Обухово,21–30 мин.,13.04.2023,13 часов назад
116,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455m_35et._2759835749,6050000,2,45.5,132967,3,5,"пр-т Большевиков, 63к2",Ломоносовская,от 31 мин.,06.04.2023,1 неделю назад
117,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_614m_415et._2773766509,10499000,2,61.4,170993,4,15,"Санкт-Петербург, улица Еремеева, 1",Новочеркасская,21–30 мин.,11.04.2023,2 дня назад
118,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_636m_523et._2489474300,16000000,2,63.6,251572,5,23,"пр-т Обуховской Обороны, 110к1",Пролетарская,до 5 мин.,13.04.2023,14 часов назад
119,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_503m_39et._2901495888,9245000,2,50.3,183797,3,9,"ул. Белышева, 4Л",Проспект Большевиков,11–15 мин.,09.04.2023,4 дня назад
120,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_1416et._2751100490,9100000,2,57.0,159649,14,16,"Товарищеский пр-т, 5",Проспект Большевиков,11–15 мин.,10.04.2023,3 дня назад
121,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_501m_89et._2837537415,7000000,2,50.1,139720,8,9,"Искровский пр-т, 31",Улица Дыбенко,21–30 мин.,13.04.2023,14 часов назад
122,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_64m_1325et._3005379109,13200000,2,64.0,206250,13,25,"пр-т Александровской Фермы, 8с1",Пролетарская,16–20 мин.,08.04.2023,5 дней назад
123,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_533m_2325et._2949001911,11240000,2,53.3,210881,23,25,"ул. Коллонтай, 5/1",Проспект Большевиков,16–20 мин.,11.04.2023,2 дня назад
124,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_535m_225et._3106189565,10500000,2,53.5,196261,2,25,"ул. Коллонтай, 5/1",Проспект Большевиков,16–20 мин.,08.04.2023,5 дней назад
125,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_1524et._2208216977,8999999,2,60.0,149999,15,24,"Русановская ул., 16к1",Обухово,от 31 мин.,10.04.2023,3 дня назад
